;0.4;0.5;0.6;0.7;0.8;0.9;1;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;2.0;2.1;2.2;2.3;2.4;2.5;2.6
0.5;40;43;47;50;54;57;60;63;67;70;74;77;80;84;100;103;105;108;110;113;115;117;120
0.6;41;45;49;53;56;60;64;68;71;75;79;82;86;90;107;109;112;115;118;121;124;126;129
0.7;43;47;51;55;59;63;67;72;76;80;84;88;92;96;113;116;119;122;126;129;132;135;139
0.8;45;49;54;58;63;67;71;76;80;84;89;93;98;102;119;123;126;130;133;137;141;144;148
0.9;47;51;56;61;65;70;75;80;84;89;94;99;103;108;125;129;133;137;141;145;149;153;157
1;48;53;58;63;68;73;79;84;89;94;99;104;109;114;132;136;140;145;149;153;158;162;166
1.1;50;55;61;66;71;77;82;88;93;99;104;109;115;120;138;143;147;152;157;161;166;171;176
1.2;51;57;63;69;74;80;86;92;98;103;109;115;121;126;144;149;155;159;165;170;175;180;185
1.3;53;59;65;71;78;84;90;96;102;108;114;120;126;133;150;156;161;167;173;178;183;189;194
1.4;55;61;67;74;80;87;93;100;106;113;119;126;132;139;157;163;168;174;180;186;192;198;204
1.5;56;63;70;77;83;90;97;104;111;117;124;131;138;145;163;169;175;182;188;194;200;207;213
1.6;58;65;72;79;86;94;101;108;115;122;129;136;143;151;169;176;183;189;196;202;209;216;222
1.7;59;67;74;82;89;97;104;112;119;127;134;142;149;157;176;183;190;197;204;210;217;224;231
1.8;61;69;77;85;92;100;108;116;124;132;139;147;155;163;182;189;197;204;211;219;226;233;241
1.9;64;73;81;90;98;107;115;124;133;141;149;158;166;175;194;203;211;219;227;235;243;251;259
2;66;75;84;93;101;110;119;128;137;146;155;164;172;181;201;209;218;226;235;243;251;260;268
2.1;68;77;86;95;104;114;123;132;141;150;160;169;178;187;207;216;225;234;243;251;260;269;278
2.2;69;79;88;98;107;117;126;136;146;155;165;174;184;193;213;223;232;241;250;259;269;278;287
2.3;71;81;91;101;110;120;130;140;150;160;170;180;189;199;220;229;239;249;258;268;277;287;296
2.4;73;83;93;103;113;124;134;144;154;165;175;185;195;205;226;236;246;256;266;276;286;296;306
2.5;74;85;95;106;116;127;138;148;159;169;180;190;201;212;232;243;253;263;274;284;294;305;315
2.6;88;99;110;121;131;142;153;164;174;185;196;206;217;228;238;249;260;271;281;292;303;314;324
2.7;89;101;112;123;134;145;156;167;178;189;200;212;223;234;245;256;267;278;289;300;311;322;334
2.8;90;102;113;125;136;148;159;171;182;194;205;217;228;240;251;262;274;285;297;308;320;331;343
2.9;91;103;115;127;139;151;163;174;186;198;210;222;234;245;257;269;281;293;305;317;328;340;352
3.0;93;105;117;129;141;154;166;178;190;203;215;227;239;251;264;276;288;300;313;325;337;349;361
3.1;94;106;119;131;144;157;169;182;194;207;220;232;245;257;270;282;295;308;320;333;345;358;371
3.2;95;108;121;133;147;159;173;185;198;211;224;237;250;263;276;289;302;315;328;341;354;367;380
3.3;96;109;122;136;149;162;176;189;202;216;229;243;256;269;282;296;309;322;336;349;362;376;389
3.4;97;110;124;138;151;165;179;193;206;220;234;248;261;275;289;302;316;330;344;357;371;385;399
3.5;98;112;126;140;154;168;182;196;210;225;239;253;267;281;295;309;323;337;352;365;380;394;408
3.6;131;113;127;142;157;171;185;200;214;229;243;258;272;287;301;316;330;345;359;374;388;403;417
3.7;100;115;129;144;159;174;189;204;219;233;248;263;278;293;308;322;337;352;367;382;397;412;426
3.8;101;116;131;146;162;177;192;207;223;238;253;268;283;299;314;329;344;360;375;390;405;420;436
3.9;102;117;133;149;164;180;195;211;227;242;258;273;289;305;320;336;351;367;383;398;414;429;445
4.0;103;119;135;151;167;183;199;215;231;246;262;278;294;310;326;342;359;374;390;406;422;438;454
4.05;104;120;137;153;169;186;202;218;235;251;267;284;300;316;333;349;365;382;398;415;431;447;463
